Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
IN-2012-13380;10/26/12;10/30/12;Second Class;Medium
ID-2014-41653;12/17/14;12/24/14;Standard Class;Low
IZ-2012-7110;04/04/2012;04/08/2012;Second Class;High
EG-2012-3950;11/12/2012;11/14/12;First Class;Medium
US-2014-153927;11/19/14;11/25/14;Standard Class;Medium
ES-2011-5407941;12/01/2011;12/04/2011;First Class;Medium
ID-2011-69940;12/19/11;12/21/11;First Class;High
IN-2014-50837;11/12/2014;11/19/14;Standard Class;Medium
CA-2014-132213;4/26/14;4/27/14;First Class;Medium
CA-2014-160031;12/05/2014;12/08/2014;Second Class;Medium
TU-2014-5590;7/24/14;7/28/14;Standard Class;Medium
IR-2011-7690;01/03/2011;01/08/2011;Second Class;High
SU-2011-8360;05/04/2011;05/10/2011;Standard Class;Medium
MO-2012-9460;8/27/12;09/02/2012;Standard Class;Medium
ES-2011-3215372;8/16/11;8/17/11;First Class;Medium
IN-2014-26533;5/14/14;5/18/14;Second Class;Medium
US-2013-118780;09/11/2013;9/15/13;Second Class;High
CA-2012-121405;3/30/12;04/04/2012;Standard Class;Medium
CA-2012-151470;9/20/12;9/26/12;Standard Class;Low
MO-2013-6710;8/29/13;09/02/2013;Standard Class;Medium
MX-2013-134187;05/10/2013;5/15/13;Standard Class;Medium
MX-2014-150119;7/29/14;7/31/14;Second Class;Critical
IT-2013-2413489;06/01/2013;06/05/2013;Standard Class;Medium
ID-2014-58264;12/12/2014;12/16/14;Standard Class;Medium
CA-2014-156139;01/01/2014;01/07/2014;Standard Class;Low
CA-2011-144071;12/08/2011;12/15/11;Standard Class;Medium
UZ-2013-2220;6/14/13;6/17/13;First Class;High
CM-2013-3920;10/15/13;10/22/13;Standard Class;Low
US-2013-154018;7/22/13;7/26/13;Standard Class;High
MX-2013-109547;10/04/2013;10/10/2013;Standard Class;Medium
ID-2013-50459;12/14/13;12/19/13;Standard Class;Medium
CA-2014-147725;9/15/14;9/15/14;Same Day;High
CA-2014-125269;4/25/14;05/01/2014;Standard Class;Medium
US-2014-132220;11/13/14;11/17/14;Standard Class;High
DJ-2013-9080;12/02/2013;12/06/2013;Standard Class;Medium
UP-2012-9830;8/13/12;8/18/12;Second Class;Medium
MX-2014-139794;11/19/14;11/24/14;Standard Class;Medium
MX-2014-118829;10/20/14;10/24/14;Standard Class;High
IT-2012-2655811;6/15/12;6/21/12;Standard Class;Medium
IT-2014-5965314;08/05/2014;08/10/2014;Standard Class;Medium
IN-2014-10860;10/06/2014;10/08/2014;Second Class;High
IN-2014-45769;11/16/14;11/18/14;Second Class;High
CA-2014-163335;9/25/14;9/28/14;First Class;High
CA-2012-158701;01/05/2012;01/10/2012;Standard Class;Medium
UP-2013-1250;9/23/13;9/25/13;Second Class;High
NI-2012-5810;06/05/2012;06/09/2012;Standard Class;Medium
SU-2014-2190;7/25/14;7/31/14;Standard Class;Medium
AU-2011-4210;05/05/2011;05/09/2011;Second Class;Medium
MX-2012-138135;12/28/12;01/04/2013;Standard Class;Medium
MX-2013-119704;8/29/13;09/02/2013;Standard Class;High
US-2014-126781;3/31/14;04/04/2014;Standard Class;Medium
MX-2011-124142;11/07/2011;11/11/2011;Standard Class;High
MX-2014-152163;07/12/2014;7/17/14;Standard Class;Medium
US-2014-137162;07/11/2014;7/16/14;Standard Class;Medium
MX-2012-160073;11/14/12;11/19/12;Standard Class;High
US-2013-146857;3/26/13;04/01/2013;Standard Class;Medium
MX-2012-131128;12/19/12;12/23/12;Standard Class;High
IN-2011-13065;01/10/2011;01/11/2011;First Class;High
CA-2013-126270;4/24/13;4/28/13;Standard Class;Medium
SA-2013-3590;8/29/13;09/03/2013;Second Class;Medium
TU-2012-6430;6/19/12;6/24/12;Standard Class;Medium
MX-2013-153682;8/15/13;8/19/13;Standard Class;Medium
US-2014-111052;7/16/14;7/23/14;Standard Class;Medium
MX-2011-161907;06/09/2011;6/14/11;Standard Class;Medium
MX-2013-132843;11/05/2013;11/10/2013;Standard Class;Medium
ES-2014-4318151;12/03/2014;12/07/2014;Standard Class;Medium
ES-2013-3394564;10/17/13;10/22/13;Second Class;Medium
IN-2012-61043;09/07/2012;09/09/2012;Second Class;High
CA-2012-113110;3/19/12;3/23/12;Standard Class;High
EN-2014-1040;6/19/14;6/23/14;Standard Class;Medium
MX-2012-115056;4/28/12;4/30/12;First Class;Medium
IN-2012-69324;02/02/2012;02/07/2012;Standard Class;High
ID-2012-23936;8/13/12;8/17/12;Standard Class;High
CA-2013-145898;9/27/13;9/27/13;Same Day;Medium
CA-2013-161361;3/27/13;3/29/13;Second Class;Critical
TU-2011-9190;12/23/11;12/28/11;Second Class;Medium
RS-2012-8830;12/06/2012;12/09/2012;Second Class;High
GH-2012-1670;03/09/2012;03/11/2012;First Class;Critical
MX-2013-130785;7/17/13;7/17/13;Same Day;High
MX-2014-154046;10/28/14;10/30/14;Second Class;High
ES-2012-5630828;5/24/12;5/30/12;Standard Class;Medium
ES-2012-1919871;11/02/2012;11/08/2012;Standard Class;Medium
IN-2012-61638;2/25/12;03/01/2012;Second Class;Medium
CA-2011-149244;11/04/2011;11/08/2011;Standard Class;High
MX-2014-157924;12/17/14;12/20/14;First Class;High
ES-2013-3513444;05/06/2013;05/09/2013;Second Class;High
ES-2014-2265679;5/29/14;06/02/2014;Standard Class;Medium
ES-2014-4158324;01/01/2014;01/08/2014;Standard Class;Medium
IN-2012-22305;04/06/2012;04/08/2012;First Class;High
IN-2011-27681;01/05/2011;01/11/2011;Standard Class;Low
KE-2013-3560;8/14/13;8/16/13;First Class;Critical
US-2013-150980;10/16/13;10/19/13;Second Class;Medium
MX-2013-119949;12/21/13;12/26/13;Second Class;Medium
ES-2013-1899410;3/25/13;04/01/2013;Standard Class;Medium
ES-2014-2387068;03/03/2014;03/08/2014;Second Class;Medium
IN-2014-35619;11/27/14;11/30/14;First Class;High
IN-2014-42563;11/28/14;12/02/2014;Standard Class;Medium
CA-2014-100748;5/14/14;5/21/14;Standard Class;Medium
CA-2014-118360;04/02/2014;04/08/2014;Standard Class;Low
EG-2011-7860;11/03/2011;11/06/2011;First Class;High
CA-2014-6030;5/15/14;5/15/14;Same Day;High
PL-2012-9460;08/08/2012;8/13/12;Standard Class;Medium
CM-2012-1850;08/10/2012;8/14/12;Standard Class;High
MX-2014-166506;11/20/14;11/22/14;Second Class;High
MX-2011-122196;06/07/2011;06/11/2011;Standard Class;Medium
MX-2012-108161;09/10/2012;9/13/12;First Class;Medium
IN-2014-69506;8/23/14;8/28/14;Standard Class;Medium
CA-2014-101182;09/05/2014;09/06/2014;First Class;Medium
IR-2013-6040;11/07/2013;11/11/2013;Standard Class;Medium
NI-2014-9530;09/08/2014;09/10/2014;Second Class;Critical
MX-2014-161487;11/12/2014;11/16/14;Standard Class;Medium
MX-2014-157434;6/20/14;6/24/14;Standard Class;Medium
MX-2014-112095;10/21/14;10/26/14;Standard Class;Medium
ID-2014-52895;10/12/2014;10/14/14;Second Class;High
IN-2014-29158;5/23/14;5/27/14;Standard Class;Medium
CA-2014-125388;10/20/14;10/24/14;Standard Class;Medium
CA-2014-132346;11/08/2014;11/12/2014;Standard Class;Medium
CA-2014-164042;5/24/14;5/28/14;Standard Class;Medium
KZ-2012-7360;9/13/12;9/17/12;Standard Class;High
TU-2014-4230;10/29/14;11/01/2014;First Class;High
MX-2014-117310;4/16/14;4/20/14;Second Class;Medium
ES-2012-1742205;2/23/12;2/29/12;Standard Class;Medium
ES-2013-4998717;06/11/2013;6/13/13;First Class;Medium
MX-2011-144232;3/18/11;3/23/11;Standard Class;Medium
MX-2014-143553;8/28/14;8/30/14;First Class;Critical
IT-2014-1003060;11/19/14;11/25/14;Standard Class;Medium
IN-2013-10405;10/10/2013;10/15/13;Standard Class;Medium
NI-2013-7410;8/28/13;09/03/2013;Standard Class;Low
TZ-2011-8610;10/13/11;10/18/11;Standard Class;Medium
MX-2012-134110;12/14/12;12/16/12;Second Class;High
ES-2011-2225020;8/23/11;8/30/11;Standard Class;Medium
ES-2011-4559599;10/20/11;10/24/11;Standard Class;High
IN-2013-31055;10/07/2013;10/11/2013;Standard Class;High
IN-2012-30964;08/07/2012;8/13/12;Standard Class;Medium
NI-2013-9450;1/14/13;1/19/13;Standard Class;Medium
NI-2011-9290;6/15/11;6/19/11;Standard Class;High
MX-2013-123799;4/15/13;4/19/13;Standard Class;Medium
ES-2013-5623189;09/04/2013;09/06/2013;Second Class;High
ES-2011-2520395;5/28/11;06/02/2011;Standard Class;High
ES-2012-1422192;5/13/12;5/20/12;Standard Class;Medium
ES-2013-5238415;11/02/2013;11/04/2013;Second Class;High
CA-2012-127019;12/21/12;12/25/12;Standard Class;High
CA-2014-144680;04/01/2014;04/03/2014;First Class;Critical
CA-2013-128671;08/12/2013;8/17/13;Standard Class;Medium
GG-2014-5990;4/17/14;4/19/14;Second Class;Critical
TU-2014-8270;12/03/2014;12/07/2014;Second Class;Medium
NI-2013-1420;11/06/2013;11/07/2013;First Class;Critical
CM-2014-1600;8/22/14;8/27/14;Second Class;Medium
SY-2013-4970;8/26/13;8/30/13;Standard Class;Medium
AJ-2014-1760;09/11/2014;9/16/14;Standard Class;Medium
SA-2012-380;11/16/12;11/22/12;Standard Class;Medium
CG-2014-840;11/04/2014;11/09/2014;Standard Class;Medium
MX-2013-121944;8/23/13;8/27/13;Standard Class;High
MX-2013-154473;9/24/13;9/30/13;Standard Class;Medium
ES-2014-4790238;12/19/14;12/21/14;First Class;High
ES-2014-4505254;05/09/2014;5/13/14;Standard Class;Medium
ES-2013-4452331;9/19/13;9/23/13;Second Class;High
ID-2014-26008;11/28/14;12/03/2014;Standard Class;Medium
ID-2014-40582;5/27/14;5/31/14;Standard Class;Medium
CA-2012-153325;2/29/12;03/02/2012;Second Class;Medium
CA-2011-169460;4/19/11;4/21/11;Second Class;Medium
CA-2014-152786;3/13/14;3/18/14;Standard Class;High
US-2012-169712;9/18/12;9/20/12;First Class;Critical
MX-2012-145009;6/25/12;07/01/2012;Standard Class;Medium
MX-2011-163209;11/09/2011;11/13/11;Standard Class;Medium
ES-2013-4510356;1/23/13;1/26/13;Second Class;High
ES-2014-5629423;12/12/2014;12/16/14;Second Class;High
IT-2013-4744269;8/29/13;8/30/13;First Class;High
CA-2013-162747;3/21/13;3/26/13;Second Class;Medium
CA-2012-142454;8/15/12;8/19/12;Standard Class;Medium
CA-2011-143637;3/24/11;3/29/11;Second Class;High
MX-2014-111591;9/16/14;9/20/14;Second Class;Medium
MX-2014-100328;03/06/2014;03/06/2014;Same Day;Critical
MX-2014-115287;09/08/2014;9/13/14;Standard Class;Medium
IN-2014-84150;03/07/2014;03/12/2014;Standard Class;Medium
IN-2011-83877;11/03/2011;11/09/2011;Standard Class;Medium
CA-2011-148761;5/17/11;5/21/11;Standard Class;Medium
IR-2013-2430;9/17/13;9/21/13;Standard Class;High
MX-2013-129308;04/11/2013;4/17/13;Standard Class;Medium
MX-2014-152513;08/07/2014;08/10/2014;Second Class;High
ES-2013-3880977;4/15/13;4/20/13;Standard Class;Medium
ES-2014-5732904;8/29/14;09/03/2014;Second Class;Medium
ID-2013-51481;9/30/13;10/04/2013;Standard Class;Medium
ID-2011-49101;12/16/11;12/21/11;Standard Class;Medium
US-2011-155817;10/03/2011;10/09/2011;Standard Class;Medium
IV-2013-4990;01/12/2013;1/19/13;Standard Class;Medium
TU-2014-5970;3/13/14;3/17/14;Standard Class;High
MX-2013-158358;8/21/13;8/28/13;Standard Class;Medium
IT-2013-3159247;9/28/13;10/04/2013;Standard Class;Medium
IN-2014-54967;09/09/2014;9/16/14;Standard Class;Medium
CA-2014-140781;08/04/2014;08/08/2014;Standard Class;High
EG-2014-8260;2/21/14;2/25/14;Standard Class;Medium
UZ-2014-7050;3/31/14;04/04/2014;Standard Class;Medium
ES-2012-5833893;5/21/12;5/25/12;Standard Class;Medium
ES-2013-1250006;6/24/13;6/30/13;Standard Class;Low
IN-2014-69282;10/21/14;10/26/14;Standard Class;Medium
ID-2014-65026;11/11/2014;11/15/14;Standard Class;High
TU-2014-3270;05/08/2014;5/13/14;Standard Class;Medium
TU-2013-1860;6/18/13;6/25/13;Standard Class;Medium
AE-2011-9160;10/03/2011;10/07/2011;Standard Class;Medium
US-2014-148110;10/23/14;10/28/14;Standard Class;Medium
MX-2011-149986;10/21/11;10/25/11;Standard Class;Medium
IT-2012-3719538;3/13/12;3/20/12;Standard Class;Medium
ID-2012-49843;9/15/12;9/15/12;Same Day;High
CA-2011-138436;3/26/11;3/30/11;Standard Class;Medium
CA-2011-138177;9/19/11;9/24/11;Standard Class;Medium
MZ-2012-2330;12/29/12;01/05/2013;Standard Class;Medium
BY-2011-3790;05/03/2011;05/07/2011;Standard Class;High
MX-2014-169586;11/21/14;11/26/14;Second Class;Medium
ES-2013-3639975;8/21/13;8/26/13;Standard Class;Medium
ID-2011-78102;1/27/11;02/02/2011;Standard Class;Medium
MX-2012-169187;7/16/12;7/18/12;Second Class;High
MX-2011-115560;12/25/11;12/27/11;Second Class;Medium
MX-2014-130309;11/04/2014;11/08/2014;Standard Class;High
MX-2014-113054;7/15/14;7/20/14;Second Class;Medium
MX-2012-143567;9/26/12;9/30/12;Standard Class;High
US-2012-148782;2/17/12;2/22/12;Standard Class;High
ES-2014-2332746;9/18/14;9/22/14;Standard Class;Medium
ES-2013-5388599;03/11/2013;3/14/13;Second Class;High
CA-2014-101798;12/12/2014;12/16/14;Standard Class;High
CA-2011-141838;3/26/11;3/31/11;Second Class;High
MX-2012-168690;1/21/12;1/27/12;Standard Class;Medium
MX-2011-101329;9/27/11;10/01/2011;Standard Class;Medium
ES-2013-4548757;12/16/13;12/23/13;Standard Class;Low
ES-2013-1375070;1/19/13;1/24/13;Second Class;Medium
CA-2014-121804;03/04/2014;03/09/2014;Standard Class;Medium
CA-2014-121468;11/20/14;11/21/14;First Class;Medium
CA-2013-109176;05/10/2013;5/16/13;Standard Class;Medium
CA-2012-149811;01/04/2012;01/10/2012;Standard Class;Low
AU-2013-9920;10/22/13;10/29/13;Standard Class;Medium
SY-2011-8050;6/23/11;6/28/11;Standard Class;Medium
CA-2014-7630;12/06/2014;12/10/2014;Standard Class;High
MX-2011-165043;09/12/2011;9/18/11;Standard Class;Medium
MX-2014-124513;10/15/14;10/21/14;Standard Class;Medium
ES-2014-5274666;6/26/14;6/30/14;Standard Class;High
ID-2013-69464;02/11/2013;2/15/13;Second Class;High
CA-2014-138464;07/09/2014;7/13/14;Standard Class;Medium
NI-2011-1410;6/14/11;6/18/11;Standard Class;High
MX-2013-114209;05/10/2013;5/15/13;Standard Class;Medium
US-2012-155453;06/05/2012;06/09/2012;Standard Class;Medium
MX-2014-113628;6/16/14;6/20/14;Standard Class;Medium
ES-2011-3721082;3/31/11;04/04/2011;Standard Class;Medium
IT-2014-3830887;12/02/2014;12/09/2014;Standard Class;Medium
IN-2014-28157;10/01/2014;10/04/2014;First Class;Medium
IN-2013-49108;8/19/13;8/19/13;Same Day;High
ID-2011-82897;8/31/11;09/04/2011;Standard Class;Medium
MO-2012-5570;1/17/12;1/22/12;Standard Class;High
US-2011-153087;12/12/2011;12/19/11;Standard Class;Medium
ES-2013-1026422;07/03/2013;07/08/2013;Standard Class;High
IN-2011-27821;6/21/11;6/26/11;Standard Class;Medium
ID-2012-24251;06/06/2012;06/11/2012;Standard Class;Medium
IN-2012-53105;03/03/2012;03/09/2012;Standard Class;Low
IN-2014-48758;01/01/2014;01/05/2014;Standard Class;High
UP-2014-7620;1/21/14;1/26/14;Second Class;Medium
TU-2013-6370;11/26/13;11/30/13;Standard Class;High
IT-2014-5088882;11/11/2014;11/17/14;Standard Class;Low
US-2011-158057;3/22/11;3/26/11;Standard Class;Medium
CA-2012-153038;12/18/12;12/25/12;Standard Class;Medium
CA-2013-126795;6/14/13;6/17/13;Second Class;High
CA-2014-119655;4/21/14;4/25/14;Standard Class;Medium
TU-2014-2900;6/26/14;6/27/14;First Class;High
MX-2014-130666;11/01/2014;11/06/2014;Standard Class;Medium
MX-2012-132549;05/11/2012;05/11/2012;Same Day;Critical
ES-2013-3065153;3/13/13;3/17/13;Standard Class;Medium
ES-2013-3475290;2/22/13;2/28/13;Standard Class;Low
ES-2014-1082027;2/28/14;03/04/2014;Standard Class;Medium
IN-2013-66993;12/13/13;12/18/13;Standard Class;High
ID-2011-75022;10/19/11;10/24/11;Standard Class;Medium
CA-2011-111150;12/31/11;01/04/2012;Standard Class;High
EZ-2014-4520;12/25/14;12/30/14;Standard Class;High
MX-2013-158421;07/01/2013;07/01/2013;Same Day;High
MX-2012-166485;09/11/2012;9/14/12;Second Class;Critical
ES-2013-4649089;5/22/13;5/28/13;Standard Class;Medium
CA-2012-154144;12/20/12;12/24/12;Standard Class;High
CA-2011-168592;09/08/2011;9/14/11;Standard Class;Medium
CM-2013-3760;12/16/13;12/18/13;First Class;Medium
EZ-2013-5970;9/24/13;9/29/13;Standard Class;High
CA-2012-8000;12/13/12;12/15/12;Second Class;High
TU-2014-9850;10/22/14;10/27/14;Second Class;Medium
MX-2013-166772;9/30/13;10/02/2013;Second Class;High
ES-2013-3339619;04/09/2013;4/15/13;Standard Class;Medium
ID-2014-22039;9/25/14;10/01/2014;Standard Class;Low
ID-2011-41919;11/15/11;11/17/11;First Class;High
US-2014-128398;05/03/2014;05/06/2014;Second Class;Medium
CA-2013-160598;8/27/13;8/29/13;First Class;High
IS-2011-9280;03/03/2011;03/07/2011;Standard Class;Medium
MX-2012-144274;07/09/2012;07/11/2012;Second Class;Medium
MX-2013-117366;12/25/13;12/29/13;Second Class;Medium
MX-2012-169047;7/25/12;7/29/12;Standard Class;High
ES-2013-3567936;10/01/2013;10/07/2013;Standard Class;Medium
ES-2013-5331451;5/28/13;06/01/2013;Standard Class;Medium
IN-2013-55996;10/24/13;10/26/13;Second Class;Critical
IN-2014-43396;7/22/14;7/29/14;Standard Class;Medium
ID-2014-18147;06/11/2014;6/13/14;First Class;High
CA-2013-162110;7/19/13;7/23/13;Standard Class;Medium
IR-2014-5950;09/01/2014;09/06/2014;Standard Class;Medium
SG-2012-4870;12/21/12;12/25/12;Standard Class;Medium
NI-2012-7260;3/28/12;04/04/2012;Standard Class;Low
TZ-2011-3030;09/12/2011;9/17/11;Second Class;Medium
US-2013-167367;9/26/13;9/26/13;Same Day;High
MX-2014-166702;11/20/14;11/25/14;Standard Class;Medium
MX-2011-149258;6/27/11;6/27/11;Same Day;Medium
MX-2011-108077;11/15/11;11/22/11;Standard Class;Medium
CG-2012-340;11/14/12;11/18/12;Standard Class;High
TU-2014-8630;1/22/14;1/28/14;Standard Class;Medium
MX-2014-145541;9/23/14;9/29/14;Standard Class;Medium
US-2014-167178;05/01/2014;05/08/2014;Standard Class;Medium
ES-2011-2608306;02/08/2011;2/13/11;Standard Class;Medium
ID-2014-50844;10/25/14;10/29/14;Standard Class;Medium
IN-2014-55086;6/14/14;6/18/14;Standard Class;High
CA-2012-135391;02/09/2012;02/11/2012;Second Class;High
CA-2012-104486;05/01/2012;05/06/2012;Standard Class;High
MX-2012-149972;10/06/2012;10/08/2012;Second Class;High
US-2014-109617;6/18/14;6/25/14;Standard Class;Medium
MX-2014-168641;6/13/14;6/19/14;Standard Class;Medium
ES-2014-3573530;3/27/14;3/29/14;Second Class;Critical
ES-2011-3940520;1/26/11;1/30/11;Standard Class;Medium
IT-2014-2835973;11/19/14;11/26/14;Standard Class;Low
ES-2013-1394541;12/24/13;12/29/13;Standard Class;Medium
IT-2012-2701284;02/11/2012;2/16/12;Second Class;Medium
IN-2012-32525;02/11/2012;2/17/12;Standard Class;Medium
IN-2014-68092;12/17/14;12/17/14;Same Day;Medium
IN-2013-16201;8/21/13;8/25/13;Standard Class;Medium
CA-2013-122322;7/16/13;7/22/13;Standard Class;Medium
CA-2014-100335;09/08/2014;9/14/14;Standard Class;Medium
CA-2014-169404;04/10/2014;4/15/14;Standard Class;Medium
CA-2013-126627;10/11/2013;10/13/13;First Class;Critical
TU-2011-7500;11/12/2011;11/14/11;Second Class;High
US-2012-167570;12/14/12;12/18/12;Standard Class;Medium
ES-2014-5951204;02/07/2014;02/11/2014;Standard Class;High
ES-2011-4614329;12/02/2011;12/04/2011;First Class;High
ID-2013-83933;05/02/2013;05/09/2013;Standard Class;Medium
CA-2012-131352;10/08/2012;10/13/12;Standard Class;Medium
SO-2014-1740;11/12/2014;11/18/14;Standard Class;Medium
MX-2012-134817;5/25/12;5/29/12;Standard Class;Medium
MX-2011-106264;12/03/2011;12/06/2011;First Class;Medium
US-2013-154795;6/25/13;07/01/2013;Standard Class;Medium
ES-2011-3717351;11/23/11;11/29/11;Standard Class;Medium
TU-2014-1390;9/16/14;9/20/14;Standard Class;High
MX-2012-148180;09/10/2012;9/13/12;Second Class;Medium
MX-2014-146542;9/29/14;10/04/2014;Standard Class;Medium
MX-2013-112529;12/28/13;01/03/2014;Standard Class;Medium
IN-2013-59496;04/04/2013;04/08/2013;Standard Class;High
ID-2014-82190;04/04/2014;04/09/2014;Standard Class;Medium
CA-2014-136623;07/12/2014;7/17/14;Standard Class;Medium
IR-2011-9730;12/27/11;12/31/11;Standard Class;High
NI-2011-2810;07/09/2011;7/14/11;Standard Class;Medium
TU-2011-3090;11/02/2011;11/06/2011;Standard Class;Medium
MX-2012-159002;8/16/12;8/21/12;Standard Class;Medium
MX-2014-164966;09/08/2014;9/13/14;Standard Class;High
ES-2011-3074997;7/27/11;7/31/11;Second Class;High
ID-2012-18938;10/17/12;10/19/12;First Class;High
IN-2013-74952;09/11/2013;9/13/13;Second Class;Medium
IN-2014-48632;1/14/14;1/16/14;Second Class;High
ID-2014-57081;6/30/14;07/06/2014;Standard Class;Low
CA-2013-134516;9/21/13;9/26/13;Standard Class;Medium
IZ-2013-3260;05/01/2013;05/07/2013;Standard Class;Medium
MX-2011-102771;10/07/2011;10/10/2011;Second Class;High
ES-2012-5968338;3/24/12;3/29/12;Second Class;Medium
IT-2013-4580060;9/19/13;9/21/13;Second Class;Medium
IT-2013-4744502;6/20/13;6/27/13;Standard Class;Low
IN-2012-44943;9/27/12;9/29/12;First Class;High
ID-2014-82848;10/11/2014;10/13/14;First Class;High
IZ-2012-3230;12/11/2012;12/16/12;Standard Class;Medium
EG-2014-8790;6/18/14;6/22/14;Standard Class;High
NI-2013-7150;07/03/2013;07/04/2013;First Class;High
EG-2012-4610;8/17/12;8/20/12;Second Class;High
IT-2013-4100200;10/14/13;10/21/13;Standard Class;Medium
ES-2014-3185862;8/25/14;8/29/14;Standard Class;Medium
ID-2011-80538;1/17/11;1/18/11;First Class;High
CA-2012-131758;5/28/12;06/01/2012;Standard Class;Medium
